Inst,Seed,Alpha,InitialNodes,Feasible,Of
instances\GJ\E2.csv,7,1,DistancePriority,True,650799.51
instances\GJ\E2.csv,7,1,DemandPriority,True,584765.11
instances\GJ\E2.csv,8,1,NoInitialNodes,True,648328.81
instances\GJ\E2.csv,8,1,DistancePriority,True,631524.01
instances\GJ\E2.csv,8,1,DemandPriority,True,684432.71
instances\GJ\E2.csv,9,1,NoInitialNodes,True,678579.4
instances\GJ\E2.csv,9,1,DistancePriority,True,672904.32
instances\GJ\E2.csv,9,1,DemandPriority,True,640541.72
instances\GJ\E2.csv,10,1,NoInitialNodes,True,625329.57
instances\GJ\E2.csv,10,1,DistancePriority,True,623382.95
instances\GJ\E2.csv,10,1,DemandPriority,True,628773.51
instances\GJ\E2.csv,11,1,NoInitialNodes,True,564947.86
instances\GJ\E2.csv,11,1,DistancePriority,True,662939.35
instances\GJ\E2.csv,11,1,DemandPriority,True,685195.06
instances\GJ\E2.csv,12,1,NoInitialNodes,True,686523.73
instances\GJ\E2.csv,12,1,DistancePriority,True,626917.59
instances\GJ\E2.csv,12,1,DemandPriority,True,674185.05
instances\GJ\E2.csv,13,1,NoInitialNodes,True,601611.03
instances\GJ\E2.csv,13,1,DistancePriority,True,611393.79
instances\GJ\E2.csv,13,1,DemandPriority,True,703479.64
instances\GJ\E2.csv,14,1,NoInitialNodes,True,675975.64
instances\GJ\E2.csv,14,1,DistancePriority,True,623014.28
instances\GJ\E2.csv,14,1,DemandPriority,True,620280.3
instances\GJ\E2.csv,15,1,NoInitialNodes,True,693221.15
instances\GJ\E2.csv,15,1,DistancePriority,True,603900.43
instances\GJ\E2.csv,15,1,DemandPriority,True,576275.76
instances\GJ\E2.csv,16,1,NoInitialNodes,True,681462.3
instances\GJ\E2.csv,16,1,DistancePriority,True,680248.38
instances\GJ\E2.csv,16,1,DemandPriority,True,654701.39
instances\GJ\E2.csv,17,1,NoInitialNodes,True,612083.83
instances\GJ\E2.csv,17,1,DistancePriority,True,610478.36
instances\GJ\E2.csv,17,1,DemandPriority,True,675325.6
instances\GJ\E2.csv,18,1,NoInitialNodes,True,556992.74
instances\GJ\E2.csv,18,1,DistancePriority,True,678684.31
instances\GJ\E2.csv,18,1,DemandPriority,True,635289.91
instances\GJ\E2.csv,19,1,NoInitialNodes,True,638533.09
instances\GJ\E2.csv,19,1,DistancePriority,True,607946.59
instances\GJ\E2.csv,19,1,DemandPriority,True,650267.52
instances\GJ\E3.csv,0,0,NoInitialNodes,True,278780.83
instances\GJ\E3.csv,0,0,DistancePriority,True,276033.05
instances\GJ\E3.csv,0,0,DemandPriority,True,276033.05
instances\GJ\E3.csv,1,0,NoInitialNodes,True,273873.52
instances\GJ\E3.csv,1,0,DistancePriority,True,284894.04
instances\GJ\E3.csv,1,0,DemandPriority,True,284894.04
instances\GJ\E3.csv,2,0,NoInitialNodes,True,272929.91
instances\GJ\E3.csv,2,0,DistancePriority,True,289818.13
instances\GJ\E3.csv,2,0,DemandPriority,True,289818.13
instances\GJ\E3.csv,3,0,NoInitialNodes,True,273873.52
instances\GJ\E3.csv,3,0,DistancePriority,True,289818.13
instances\GJ\E3.csv,3,0,DemandPriority,True,289818.13
instances\GJ\E3.csv,4,0,NoInitialNodes,True,263614.19
instances\GJ\E3.csv,4,0,DistancePriority,True,286239.1
instances\GJ\E3.csv,4,0,DemandPriority,True,286239.1
instances\GJ\E3.csv,5,0,NoInitialNodes,True,278780.83
instances\GJ\E3.csv,5,0,DistancePriority,True,274619.66
instances\GJ\E3.csv,5,0,DemandPriority,True,274619.66
instances\GJ\E3.csv,6,0,NoInitialNodes,True,263614.19
instances\GJ\E3.csv,6,0,DistancePriority,True,276033.05
instances\GJ\E3.csv,6,0,DemandPriority,True,276033.05
instances\GJ\E3.csv,7,0,NoInitialNodes,True,272929.91
instances\GJ\E3.csv,7,0,DistancePriority,True,289818.13
instances\GJ\E3.csv,7,0,DemandPriority,True,289818.13
instances\GJ\E3.csv,8,0,NoInitialNodes,True,263614.19
instances\GJ\E3.csv,8,0,DistancePriority,True,286239.1
instances\GJ\E3.csv,8,0,DemandPriority,True,286239.1
instances\GJ\E3.csv,9,0,NoInitialNodes,True,273873.52
instances\GJ\E3.csv,9,0,DistancePriority,True,289818.13
instances\GJ\E3.csv,9,0,DemandPriority,True,289818.13
instances\GJ\E3.csv,10,0,NoInitialNodes,True,263614.19
instances\GJ\E3.csv,10,0,DistancePriority,True,289818.13
instances\GJ\E3.csv,10,0,DemandPriority,True,289818.13
instances\GJ\E3.csv,11,0,NoInitialNodes,True,278780.83
instances\GJ\E3.csv,11,0,DistancePriority,True,273878.67
instances\GJ\E3.csv,11,0,DemandPriority,True,273878.67
instances\GJ\E3.csv,12,0,NoInitialNodes,True,278780.83
instances\GJ\E3.csv,12,0,DistancePriority,True,275292.06
instances\GJ\E3.csv,12,0,DemandPriority,True,275292.06
instances\GJ\E3.csv,13,0,NoInitialNodes,True,273873.52
instances\GJ\E3.csv,13,0,DistancePriority,True,286239.1
instances\GJ\E3.csv,13,0,DemandPriority,True,286239.1
instances\GJ\E3.csv,14,0,NoInitialNodes,True,273873.52
instances\GJ\E3.csv,14,0,DistancePriority,True,275292.06
instances\GJ\E3.csv,14,0,DemandPriority,True,275292.06
instances\GJ\E3.csv,15,0,NoInitialNodes,True,272929.91
instances\GJ\E3.csv,15,0,DistancePriority,True,274619.66
instances\GJ\E3.csv,15,0,DemandPriority,True,274619.66
instances\GJ\E3.csv,16,0,NoInitialNodes,True,263614.19
instances\GJ\E3.csv,16,0,DistancePriority,True,275292.06
instances\GJ\E3.csv,16,0,DemandPriority,True,275292.06
instances\GJ\E3.csv,17,0,NoInitialNodes,True,273873.52
instances\GJ\E3.csv,17,0,DistancePriority,True,288404.74
instances\GJ\E3.csv,17,0,DemandPriority,True,288404.74
instances\GJ\E3.csv,18,0,NoInitialNodes,True,273873.52
instances\GJ\E3.csv,18,0,DistancePriority,True,289818.13
instances\GJ\E3.csv,18,0,DemandPriority,True,289818.13
instances\GJ\E3.csv,19,0,NoInitialNodes,True,272929.91
instances\GJ\E3.csv,19,0,DistancePriority,True,288404.74
instances\GJ\E3.csv,19,0,DemandPriority,True,288404.74
instances\GJ\E3.csv,0,0.1,NoInitialNodes,True,324940.28
instances\GJ\E3.csv,0,0.1,DistancePriority,True,291884.67
instances\GJ\E3.csv,0,0.1,DemandPriority,True,375832.99
instances\GJ\E3.csv,1,0.1,NoInitialNodes,True,312112.67
instances\GJ\E3.csv,1,0.1,DistancePriority,True,310600.24
instances\GJ\E3.csv,1,0.1,DemandPriority,True,316469.46
instances\GJ\E3.csv,2,0.1,NoInitialNodes,True,335469.2
instances\GJ\E3.csv,2,0.1,DistancePriority,True,300066.48
instances\GJ\E3.csv,2,0.1,DemandPriority,True,328331.74
instances\GJ\E3.csv,3,0.1,NoInitialNodes,True,324263.51
instances\GJ\E3.csv,3,0.1,DistancePriority,True,279895.27
instances\GJ\E3.csv,3,0.1,DemandPriority,True,299067.27
instances\GJ\E3.csv,4,0.1,NoInitialNodes,True,324027.05
instances\GJ\E3.csv,4,0.1,DistancePriority,True,303930.48
instances\GJ\E3.csv,4,0.1,DemandPriority,True,322111.04
instances\GJ\E3.csv,5,0.1,NoInitialNodes,True,324518.07
instances\GJ\E3.csv,5,0.1,DistancePriority,True,319952.8
instances\GJ\E3.csv,5,0.1,DemandPriority,True,334873.79
instances\GJ\E3.csv,6,0.1,NoInitialNodes,True,313439.23
instances\GJ\E3.csv,6,0.1,DistancePriority,True,303456.45
instances\GJ\E3.csv,6,0.1,DemandPriority,True,316539.35
instances\GJ\E3.csv,7,0.1,NoInitialNodes,True,326879.06
instances\GJ\E3.csv,7,0.1,DistancePriority,True,315596.58
instances\GJ\E3.csv,7,0.1,DemandPriority,True,310245.83
instances\GJ\E3.csv,8,0.1,NoInitialNodes,True,291127.93
instances\GJ\E3.csv,8,0.1,DistancePriority,True,298019.69
instances\GJ\E3.csv,8,0.1,DemandPriority,True,314792.34
instances\GJ\E3.csv,9,0.1,NoInitialNodes,True,312899.01
instances\GJ\E3.csv,9,0.1,DistancePriority,True,314234.27
instances\GJ\E3.csv,9,0.1,DemandPriority,True,312753.35
instances\GJ\E3.csv,10,0.1,NoInitialNodes,True,298278.38
instances\GJ\E3.csv,10,0.1,DistancePriority,True,307824.9
instances\GJ\E3.csv,10,0.1,DemandPriority,True,282884.69
instances\GJ\E3.csv,11,0.1,NoInitialNodes,True,292474.1
instances\GJ\E3.csv,11,0.1,DistancePriority,True,303671.45
instances\GJ\E3.csv,11,0.1,DemandPriority,True,304653.51
instances\GJ\E3.csv,12,0.1,NoInitialNodes,True,327589.79
instances\GJ\E3.csv,12,0.1,DistancePriority,True,303496.48
instances\GJ\E3.csv,12,0.1,DemandPriority,True,317580.52
instances\GJ\E3.csv,13,0.1,NoInitialNodes,True,308975.7
instances\GJ\E3.csv,13,0.1,DistancePriority,True,317293.25
instances\GJ\E3.csv,13,0.1,DemandPriority,True,348816.42
instances\GJ\E3.csv,14,0.1,NoInitialNodes,True,297880.55
instances\GJ\E3.csv,14,0.1,DistancePriority,True,286065.85
instances\GJ\E3.csv,14,0.1,DemandPriority,True,319825.82
instances\GJ\E3.csv,15,0.1,NoInitialNodes,True,308351.62
instances\GJ\E3.csv,15,0.1,DistancePriority,True,296187.26
instances\GJ\E3.csv,15,0.1,DemandPriority,True,306621.99
instances\GJ\E3.csv,16,0.1,NoInitialNodes,True,332684.12
instances\GJ\E3.csv,16,0.1,DistancePriority,True,281072.75
instances\GJ\E3.csv,16,0.1,DemandPriority,True,309546.98
instances\GJ\E3.csv,17,0.1,NoInitialNodes,True,303160.61
instances\GJ\E3.csv,17,0.1,DistancePriority,True,303895.47
instances\GJ\E3.csv,17,0.1,DemandPriority,True,283682.78
instances\GJ\E3.csv,18,0.1,NoInitialNodes,True,329919.97
instances\GJ\E3.csv,18,0.1,DistancePriority,True,333904.51
instances\GJ\E3.csv,18,0.1,DemandPriority,True,333423.2
instances\GJ\E3.csv,19,0.1,NoInitialNodes,True,314141.33
instances\GJ\E3.csv,19,0.1,DistancePriority,True,286767.37
instances\GJ\E3.csv,19,0.1,DemandPriority,True,325723.51
instances\GJ\E3.csv,0,0.2,NoInitialNodes,True,390935.97
instances\GJ\E3.csv,0,0.2,DistancePriority,True,343229.08
instances\GJ\E3.csv,0,0.2,DemandPriority,True,381078.3
instances\GJ\E3.csv,1,0.2,NoInitialNodes,True,375111.22
instances\GJ\E3.csv,1,0.2,DistancePriority,True,330013.9
instances\GJ\E3.csv,1,0.2,DemandPriority,True,377238.86
instances\GJ\E3.csv,2,0.2,NoInitialNodes,True,392136.7
instances\GJ\E3.csv,2,0.2,DistancePriority,True,391481.69
instances\GJ\E3.csv,2,0.2,DemandPriority,True,371265.02
instances\GJ\E3.csv,3,0.2,NoInitialNodes,True,339261.29
instances\GJ\E3.csv,3,0.2,DistancePriority,True,340097.32
instances\GJ\E3.csv,3,0.2,DemandPriority,True,352561.61
instances\GJ\E3.csv,4,0.2,NoInitialNodes,True,351344.52
instances\GJ\E3.csv,4,0.2,DistancePriority,True,409944.33
instances\GJ\E3.csv,4,0.2,DemandPriority,True,339443.41
instances\GJ\E3.csv,5,0.2,NoInitialNodes,True,374683.93
instances\GJ\E3.csv,5,0.2,DistancePriority,True,360106.66
instances\GJ\E3.csv,5,0.2,DemandPriority,True,413896.31
instances\GJ\E3.csv,6,0.2,NoInitialNodes,True,365917.17
instances\GJ\E3.csv,6,0.2,DistancePriority,True,355029.34
instances\GJ\E3.csv,6,0.2,DemandPriority,True,373016.8
instances\GJ\E3.csv,7,0.2,NoInitialNodes,True,352203.57
instances\GJ\E3.csv,7,0.2,DistancePriority,True,342181.59
instances\GJ\E3.csv,7,0.2,DemandPriority,True,368191.74
instances\GJ\E3.csv,8,0.2,NoInitialNodes,True,398219.3
instances\GJ\E3.csv,8,0.2,DistancePriority,True,352433.03
instances\GJ\E3.csv,8,0.2,DemandPriority,True,384564.43
instances\GJ\E3.csv,9,0.2,NoInitialNodes,True,372632.69
instances\GJ\E3.csv,9,0.2,DistancePriority,True,375507.73
instances\GJ\E3.csv,9,0.2,DemandPriority,True,361068.04
instances\GJ\E3.csv,10,0.2,NoInitialNodes,True,360316.74
instances\GJ\E3.csv,10,0.2,DistancePriority,True,345675.18
instances\GJ\E3.csv,10,0.2,DemandPriority,True,350787.0
instances\GJ\E3.csv,11,0.2,NoInitialNodes,True,359628.81
instances\GJ\E3.csv,11,0.2,DistancePriority,True,347618.42
instances\GJ\E3.csv,11,0.2,DemandPriority,True,359520.01
instances\GJ\E3.csv,12,0.2,NoInitialNodes,True,363917.77
instances\GJ\E3.csv,12,0.2,DistancePriority,True,388307.23
instances\GJ\E3.csv,12,0.2,DemandPriority,True,340787.95
instances\GJ\E3.csv,13,0.2,NoInitialNodes,True,368042.1
instances\GJ\E3.csv,13,0.2,DistancePriority,True,389610.66
instances\GJ\E3.csv,13,0.2,DemandPriority,True,411425.56
instances\GJ\E3.csv,14,0.2,NoInitialNodes,True,343464.61
instances\GJ\E3.csv,14,0.2,DistancePriority,True,394172.02
instances\GJ\E3.csv,14,0.2,DemandPriority,True,380452.4
instances\GJ\E3.csv,15,0.2,NoInitialNodes,True,382944.76
instances\GJ\E3.csv,15,0.2,DistancePriority,True,328698.09
instances\GJ\E3.csv,15,0.2,DemandPriority,True,334753.9
instances\GJ\E3.csv,16,0.2,NoInitialNodes,True,367559.8
instances\GJ\E3.csv,16,0.2,DistancePriority,True,337995.43
instances\GJ\E3.csv,16,0.2,DemandPriority,True,370668.44
instances\GJ\E3.csv,17,0.2,NoInitialNodes,True,341323.04
instances\GJ\E3.csv,17,0.2,DistancePriority,True,363222.53
instances\GJ\E3.csv,17,0.2,DemandPriority,True,352804.56
instances\GJ\E3.csv,18,0.2,NoInitialNodes,True,368856.84
instances\GJ\E3.csv,18,0.2,DistancePriority,True,328808.86
instances\GJ\E3.csv,18,0.2,DemandPriority,True,359995.76
instances\GJ\E3.csv,19,0.2,NoInitialNodes,True,330411.1
instances\GJ\E3.csv,19,0.2,DistancePriority,True,349816.17
instances\GJ\E3.csv,19,0.2,DemandPriority,True,336241.87
instances\GJ\E3.csv,0,0.3,NoInitialNodes,True,418286.25
instances\GJ\E3.csv,0,0.3,DistancePriority,True,404528.24
instances\GJ\E3.csv,0,0.3,DemandPriority,True,429963.48
instances\GJ\E3.csv,1,0.3,NoInitialNodes,True,458836.57
instances\GJ\E3.csv,1,0.3,DistancePriority,True,436448.34
instances\GJ\E3.csv,1,0.3,DemandPriority,True,441364.93
instances\GJ\E3.csv,2,0.3,NoInitialNodes,True,447299.75
instances\GJ\E3.csv,2,0.3,DistancePriority,True,449674.01
instances\GJ\E3.csv,2,0.3,DemandPriority,True,415479.27
instances\GJ\E3.csv,3,0.3,NoInitialNodes,True,410468.7
instances\GJ\E3.csv,3,0.3,DistancePriority,True,445860.25
instances\GJ\E3.csv,3,0.3,DemandPriority,True,477058.84
instances\GJ\E3.csv,4,0.3,NoInitialNodes,True,400143.66
instances\GJ\E3.csv,4,0.3,DistancePriority,True,453224.78
instances\GJ\E3.csv,4,0.3,DemandPriority,True,443890.95
instances\GJ\E3.csv,5,0.3,NoInitialNodes,True,416113.56
instances\GJ\E3.csv,5,0.3,DistancePriority,True,463742.34
instances\GJ\E3.csv,5,0.3,DemandPriority,True,419195.41
instances\GJ\E3.csv,6,0.3,NoInitialNodes,True,417160.4
instances\GJ\E3.csv,6,0.3,DistancePriority,True,407896.33
instances\GJ\E3.csv,6,0.3,DemandPriority,True,409922.29
instances\GJ\E3.csv,7,0.3,NoInitialNodes,True,450468.74
instances\GJ\E3.csv,7,0.3,DistancePriority,True,426355.74
instances\GJ\E3.csv,7,0.3,DemandPriority,True,426020.59
instances\GJ\E3.csv,8,0.3,NoInitialNodes,True,474857.25
instances\GJ\E3.csv,8,0.3,DistancePriority,True,420114.94
instances\GJ\E3.csv,8,0.3,DemandPriority,True,431467.37
instances\GJ\E3.csv,9,0.3,NoInitialNodes,True,487874.26
instances\GJ\E3.csv,9,0.3,DistancePriority,True,443951.87
instances\GJ\E3.csv,9,0.3,DemandPriority,True,411062.44
instances\GJ\E3.csv,10,0.3,NoInitialNodes,True,407879.46
instances\GJ\E3.csv,10,0.3,DistancePriority,True,393523.35
instances\GJ\E3.csv,10,0.3,DemandPriority,True,410997.5
instances\GJ\E3.csv,11,0.3,NoInitialNodes,True,391552.67
instances\GJ\E3.csv,11,0.3,DistancePriority,True,478888.27
instances\GJ\E3.csv,11,0.3,DemandPriority,True,432546.69
instances\GJ\E3.csv,12,0.3,NoInitialNodes,True,457887.13
instances\GJ\E3.csv,12,0.3,DistancePriority,True,457907.09
instances\GJ\E3.csv,12,0.3,DemandPriority,True,396520.7
instances\GJ\E3.csv,13,0.3,NoInitialNodes,True,462706.38
instances\GJ\E3.csv,13,0.3,DistancePriority,True,462236.77
instances\GJ\E3.csv,13,0.3,DemandPriority,True,464711.64
instances\GJ\E3.csv,14,0.3,NoInitialNodes,True,444877.22
instances\GJ\E3.csv,14,0.3,DistancePriority,True,442773.32
instances\GJ\E3.csv,14,0.3,DemandPriority,True,456643.78
instances\GJ\E3.csv,15,0.3,NoInitialNodes,True,413455.63
instances\GJ\E3.csv,15,0.3,DistancePriority,True,469323.72
instances\GJ\E3.csv,15,0.3,DemandPriority,True,482817.5
instances\GJ\E3.csv,16,0.3,NoInitialNodes,True,437466.25
instances\GJ\E3.csv,16,0.3,DistancePriority,True,461144.11
instances\GJ\E3.csv,16,0.3,DemandPriority,True,449823.46
instances\GJ\E3.csv,17,0.3,NoInitialNodes,True,450075.36
instances\GJ\E3.csv,17,0.3,DistancePriority,True,462890.27
instances\GJ\E3.csv,17,0.3,DemandPriority,True,434169.64
instances\GJ\E3.csv,18,0.3,NoInitialNodes,True,435989.69
instances\GJ\E3.csv,18,0.3,DistancePriority,True,482836.93
instances\GJ\E3.csv,18,0.3,DemandPriority,True,455692.39
instances\GJ\E3.csv,19,0.3,NoInitialNodes,True,460263.12
instances\GJ\E3.csv,19,0.3,DistancePriority,True,470067.21
instances\GJ\E3.csv,19,0.3,DemandPriority,True,436206.21
instances\GJ\E3.csv,0,0.4,NoInitialNodes,True,485949.44
instances\GJ\E3.csv,0,0.4,DistancePriority,True,509751.87
instances\GJ\E3.csv,0,0.4,DemandPriority,True,457906.08
instances\GJ\E3.csv,1,0.4,NoInitialNodes,True,455060.8
instances\GJ\E3.csv,1,0.4,DistancePriority,True,468941.15
instances\GJ\E3.csv,1,0.4,DemandPriority,True,531575.06
instances\GJ\E3.csv,2,0.4,NoInitialNodes,True,499186.39
instances\GJ\E3.csv,2,0.4,DistancePriority,True,524100.55
instances\GJ\E3.csv,2,0.4,DemandPriority,True,513252.61
instances\GJ\E3.csv,3,0.4,NoInitialNodes,True,519466.43
instances\GJ\E3.csv,3,0.4,DistancePriority,True,506243.33
instances\GJ\E3.csv,3,0.4,DemandPriority,True,492530.04
instances\GJ\E3.csv,4,0.4,NoInitialNodes,True,458232.29
instances\GJ\E3.csv,4,0.4,DistancePriority,True,486727.64
instances\GJ\E3.csv,4,0.4,DemandPriority,True,507770.12
instances\GJ\E3.csv,5,0.4,NoInitialNodes,True,473782.08
instances\GJ\E3.csv,5,0.4,DistancePriority,True,511505.28
instances\GJ\E3.csv,5,0.4,DemandPriority,True,487817.72
instances\GJ\E3.csv,6,0.4,NoInitialNodes,True,552924.22
instances\GJ\E3.csv,6,0.4,DistancePriority,True,468676.36
instances\GJ\E3.csv,6,0.4,DemandPriority,True,510032.77
instances\GJ\E3.csv,7,0.4,NoInitialNodes,True,501018.53
instances\GJ\E3.csv,7,0.4,DistancePriority,True,518107.85
instances\GJ\E3.csv,7,0.4,DemandPriority,True,516791.01
instances\GJ\E3.csv,8,0.4,NoInitialNodes,True,504844.28
instances\GJ\E3.csv,8,0.4,DistancePriority,True,515873.18
instances\GJ\E3.csv,8,0.4,DemandPriority,True,489045.1
instances\GJ\E3.csv,9,0.4,NoInitialNodes,True,476715.67
instances\GJ\E3.csv,9,0.4,DistancePriority,True,511903.05
instances\GJ\E3.csv,9,0.4,DemandPriority,True,470038.26
instances\GJ\E3.csv,10,0.4,NoInitialNodes,True,510511.34
instances\GJ\E3.csv,10,0.4,DistancePriority,True,512469.36
instances\GJ\E3.csv,10,0.4,DemandPriority,True,537095.83
instances\GJ\E3.csv,11,0.4,NoInitialNodes,True,534973.4
instances\GJ\E3.csv,11,0.4,DistancePriority,True,482442.62
instances\GJ\E3.csv,11,0.4,DemandPriority,True,446752.89
instances\GJ\E3.csv,12,0.4,NoInitialNodes,True,487270.93
instances\GJ\E3.csv,12,0.4,DistancePriority,True,518169.62
instances\GJ\E3.csv,12,0.4,DemandPriority,True,455413.1
instances\GJ\E3.csv,13,0.4,NoInitialNodes,True,454405.44
instances\GJ\E3.csv,13,0.4,DistancePriority,True,465539.64
instances\GJ\E3.csv,13,0.4,DemandPriority,True,453578.77
instances\GJ\E3.csv,14,0.4,NoInitialNodes,True,545806.76
instances\GJ\E3.csv,14,0.4,DistancePriority,True,470988.15
instances\GJ\E3.csv,14,0.4,DemandPriority,True,498507.48
instances\GJ\E3.csv,15,0.4,NoInitialNodes,True,493562.69
instances\GJ\E3.csv,15,0.4,DistancePriority,True,471579.48
instances\GJ\E3.csv,15,0.4,DemandPriority,True,424899.1
instances\GJ\E3.csv,16,0.4,NoInitialNodes,True,451834.48
instances\GJ\E3.csv,16,0.4,DistancePriority,True,388241.08
instances\GJ\E3.csv,16,0.4,DemandPriority,True,465008.15
instances\GJ\E3.csv,17,0.4,NoInitialNodes,True,471496.4
instances\GJ\E3.csv,17,0.4,DistancePriority,True,505906.3
instances\GJ\E3.csv,17,0.4,DemandPriority,True,507514.99
instances\GJ\E3.csv,18,0.4,NoInitialNodes,True,544354.91
instances\GJ\E3.csv,18,0.4,DistancePriority,True,496626.18
instances\GJ\E3.csv,18,0.4,DemandPriority,True,554039.74
instances\GJ\E3.csv,19,0.4,NoInitialNodes,True,474383.05
instances\GJ\E3.csv,19,0.4,DistancePriority,True,491954.52
instances\GJ\E3.csv,19,0.4,DemandPriority,True,519184.3
instances\GJ\E3.csv,0,0.5,NoInitialNodes,True,592186.75
instances\GJ\E3.csv,0,0.5,DistancePriority,True,572977.14
instances\GJ\E3.csv,0,0.5,DemandPriority,True,507495.22
instances\GJ\E3.csv,1,0.5,NoInitialNodes,True,498985.61
instances\GJ\E3.csv,1,0.5,DistancePriority,True,536329.41
instances\GJ\E3.csv,1,0.5,DemandPriority,True,572326.63
instances\GJ\E3.csv,2,0.5,NoInitialNodes,True,578304.03
instances\GJ\E3.csv,2,0.5,DistancePriority,True,596742.08
instances\GJ\E3.csv,2,0.5,DemandPriority,True,585555.83
instances\GJ\E3.csv,3,0.5,NoInitialNodes,True,582557.86
instances\GJ\E3.csv,3,0.5,DistancePriority,True,610239.63
instances\GJ\E3.csv,3,0.5,DemandPriority,True,554813.84
instances\GJ\E3.csv,4,0.5,NoInitialNodes,True,516073.85
instances\GJ\E3.csv,4,0.5,DistancePriority,True,554860.99
instances\GJ\E3.csv,4,0.5,DemandPriority,True,588174.67
instances\GJ\E3.csv,5,0.5,NoInitialNodes,True,553515.2
instances\GJ\E3.csv,5,0.5,DistancePriority,True,554124.35
instances\GJ\E3.csv,5,0.5,DemandPriority,True,543955.04
instances\GJ\E3.csv,6,0.5,NoInitialNodes,True,501804.47
instances\GJ\E3.csv,6,0.5,DistancePriority,True,509864.18
instances\GJ\E3.csv,6,0.5,DemandPriority,True,584257.72
instances\GJ\E3.csv,7,0.5,NoInitialNodes,True,523899.46
instances\GJ\E3.csv,7,0.5,DistancePriority,True,549201.92
instances\GJ\E3.csv,7,0.5,DemandPriority,True,570346.72
instances\GJ\E3.csv,8,0.5,NoInitialNodes,True,551670.5
instances\GJ\E3.csv,8,0.5,DistancePriority,True,513970.55
instances\GJ\E3.csv,8,0.5,DemandPriority,True,564546.19
instances\GJ\E3.csv,9,0.5,NoInitialNodes,True,562327.18
instances\GJ\E3.csv,9,0.5,DistancePriority,True,488851.17
instances\GJ\E3.csv,9,0.5,DemandPriority,True,535141.33
instances\GJ\E3.csv,10,0.5,NoInitialNodes,True,530707.81
instances\GJ\E3.csv,10,0.5,DistancePriority,True,568385.1
instances\GJ\E3.csv,10,0.5,DemandPriority,True,559507.74
instances\GJ\E3.csv,11,0.5,NoInitialNodes,True,572517.63
instances\GJ\E3.csv,11,0.5,DistancePriority,True,596331.09
instances\GJ\E3.csv,11,0.5,DemandPriority,True,535244.58
instances\GJ\E3.csv,12,0.5,NoInitialNodes,True,504018.91
instances\GJ\E3.csv,12,0.5,DistancePriority,True,478519.65
instances\GJ\E3.csv,12,0.5,DemandPriority,True,541268.95
instances\GJ\E3.csv,13,0.5,NoInitialNodes,True,526246.86
instances\GJ\E3.csv,13,0.5,DistancePriority,True,558510.61
instances\GJ\E3.csv,13,0.5,DemandPriority,True,540319.21
instances\GJ\E3.csv,14,0.5,NoInitialNodes,True,539425.6
instances\GJ\E3.csv,14,0.5,DistancePriority,True,557776.53
instances\GJ\E3.csv,14,0.5,DemandPriority,True,545988.82
instances\GJ\E3.csv,15,0.5,NoInitialNodes,True,512406.97
instances\GJ\E3.csv,15,0.5,DistancePriority,True,546001.32
instances\GJ\E3.csv,15,0.5,DemandPriority,True,555565.06
instances\GJ\E3.csv,16,0.5,NoInitialNodes,True,488303.75
instances\GJ\E3.csv,16,0.5,DistancePriority,True,546799.46
instances\GJ\E3.csv,16,0.5,DemandPriority,True,497726.11
instances\GJ\E3.csv,17,0.5,NoInitialNodes,True,486541.08
instances\GJ\E3.csv,17,0.5,DistancePriority,True,556761.76
instances\GJ\E3.csv,17,0.5,DemandPriority,True,492405.25
instances\GJ\E3.csv,18,0.5,NoInitialNodes,True,551903.4
instances\GJ\E3.csv,18,0.5,DistancePriority,True,564157.71
instances\GJ\E3.csv,18,0.5,DemandPriority,True,556395.73
instances\GJ\E3.csv,19,0.5,NoInitialNodes,True,566372.2
instances\GJ\E3.csv,19,0.5,DistancePriority,True,518717.0
instances\GJ\E3.csv,19,0.5,DemandPriority,True,519415.56
instances\GJ\E3.csv,0,0.6,NoInitialNodes,True,631070.28
instances\GJ\E3.csv,0,0.6,DistancePriority,True,538365.34
instances\GJ\E3.csv,0,0.6,DemandPriority,True,619111.8
instances\GJ\E3.csv,1,0.6,NoInitialNodes,True,517715.39
instances\GJ\E3.csv,1,0.6,DistancePriority,True,614306.85
instances\GJ\E3.csv,1,0.6,DemandPriority,True,576963.27
instances\GJ\E3.csv,2,0.6,NoInitialNodes,True,585399.71
instances\GJ\E3.csv,2,0.6,DistancePriority,True,588593.15
instances\GJ\E3.csv,2,0.6,DemandPriority,True,621638.32
instances\GJ\E3.csv,3,0.6,NoInitialNodes,True,595899.48
instances\GJ\E3.csv,3,0.6,DistancePriority,True,559023.0
instances\GJ\E3.csv,3,0.6,DemandPriority,True,586702.62
instances\GJ\E3.csv,4,0.6,NoInitialNodes,True,577400.51
instances\GJ\E3.csv,4,0.6,DistancePriority,True,612868.98
instances\GJ\E3.csv,4,0.6,DemandPriority,True,587861.0
instances\GJ\E3.csv,5,0.6,NoInitialNodes,True,558161.97
instances\GJ\E3.csv,5,0.6,DistancePriority,True,607838.29
instances\GJ\E3.csv,5,0.6,DemandPriority,True,562283.31
instances\GJ\E3.csv,6,0.6,NoInitialNodes,True,583007.0
instances\GJ\E3.csv,6,0.6,DistancePriority,True,571611.7
instances\GJ\E3.csv,6,0.6,DemandPriority,True,577679.49
instances\GJ\E3.csv,7,0.6,NoInitialNodes,True,592001.98
