Inst,Seed,Alpha,InitialNodes,Feasible,Of
instances\TV\eil30_66.csv,15,0.4,DemandPriority,True,1203.78
instances\TV\eil30_66.csv,16,0.4,NoInitialNodes,True,1289.81
instances\TV\eil30_66.csv,16,0.4,DistancePriority,True,992.23
instances\TV\eil30_66.csv,16,0.4,DemandPriority,False,955.13
instances\TV\eil30_66.csv,17,0.4,NoInitialNodes,True,1025.54
instances\TV\eil30_66.csv,17,0.4,DistancePriority,True,1212.62
instances\TV\eil30_66.csv,17,0.4,DemandPriority,True,1292.56
instances\TV\eil30_66.csv,18,0.4,NoInitialNodes,True,935.44
instances\TV\eil30_66.csv,18,0.4,DistancePriority,True,1050.33
instances\TV\eil30_66.csv,18,0.4,DemandPriority,True,1307.0
instances\TV\eil30_66.csv,19,0.4,NoInitialNodes,True,1161.79
instances\TV\eil30_66.csv,19,0.4,DistancePriority,True,1223.32
instances\TV\eil30_66.csv,19,0.4,DemandPriority,True,1162.79
instances\TV\eil30_66.csv,0,0.5,NoInitialNodes,True,1318.21
instances\TV\eil30_66.csv,0,0.5,DistancePriority,True,1309.65
instances\TV\eil30_66.csv,0,0.5,DemandPriority,True,1060.65
instances\TV\eil30_66.csv,1,0.5,NoInitialNodes,True,1274.26
instances\TV\eil30_66.csv,1,0.5,DistancePriority,True,1303.0
instances\TV\eil30_66.csv,1,0.5,DemandPriority,True,1309.28
instances\TV\eil30_66.csv,2,0.5,NoInitialNodes,True,1268.75
instances\TV\eil30_66.csv,2,0.5,DistancePriority,True,1566.26
instances\TV\eil30_66.csv,2,0.5,DemandPriority,True,1325.24
instances\TV\eil30_66.csv,3,0.5,NoInitialNodes,True,1157.5
instances\TV\eil30_66.csv,3,0.5,DistancePriority,True,1315.2
instances\TV\eil30_66.csv,3,0.5,DemandPriority,True,1459.63
instances\TV\eil30_66.csv,4,0.5,NoInitialNodes,True,1325.5
instances\TV\eil30_66.csv,4,0.5,DistancePriority,True,1131.38
instances\TV\eil30_66.csv,4,0.5,DemandPriority,True,1251.77
instances\TV\eil30_66.csv,5,0.5,NoInitialNodes,True,1283.77
instances\TV\eil30_66.csv,5,0.5,DistancePriority,True,1259.17
instances\TV\eil30_66.csv,5,0.5,DemandPriority,True,1287.18
instances\TV\eil30_66.csv,6,0.5,NoInitialNodes,True,1156.05
instances\TV\eil30_66.csv,6,0.5,DistancePriority,True,1429.08
instances\TV\eil30_66.csv,6,0.5,DemandPriority,True,1058.45
instances\TV\eil30_66.csv,7,0.5,NoInitialNodes,True,1259.09
instances\TV\eil30_66.csv,7,0.5,DistancePriority,True,1132.27
instances\TV\eil30_66.csv,7,0.5,DemandPriority,True,1248.34
instances\TV\eil30_66.csv,8,0.5,NoInitialNodes,True,1116.37
instances\TV\eil30_66.csv,8,0.5,DistancePriority,True,1171.53
instances\TV\eil30_66.csv,8,0.5,DemandPriority,True,1071.54
instances\TV\eil30_66.csv,9,0.5,NoInitialNodes,True,1377.45
instances\TV\eil30_66.csv,9,0.5,DistancePriority,True,1126.21
instances\TV\eil30_66.csv,9,0.5,DemandPriority,True,1250.4
instances\TV\eil30_66.csv,10,0.5,NoInitialNodes,True,1323.13
instances\TV\eil30_66.csv,10,0.5,DistancePriority,True,1112.89
instances\TV\eil30_66.csv,10,0.5,DemandPriority,False,903.97
instances\TV\eil30_66.csv,11,0.5,NoInitialNodes,True,1193.7
instances\TV\eil30_66.csv,11,0.5,DistancePriority,True,1296.58
instances\TV\eil30_66.csv,11,0.5,DemandPriority,True,1200.51
instances\TV\eil30_66.csv,12,0.5,NoInitialNodes,True,1252.39
instances\TV\eil30_66.csv,12,0.5,DistancePriority,True,1173.07
instances\TV\eil30_66.csv,12,0.5,DemandPriority,True,1049.82
instances\TV\eil30_66.csv,13,0.5,NoInitialNodes,True,1091.6
instances\TV\eil30_66.csv,13,0.5,DistancePriority,False,926.3
instances\TV\eil30_66.csv,13,0.5,DemandPriority,True,1372.33
instances\TV\eil30_66.csv,14,0.5,NoInitialNodes,True,1116.83
instances\TV\eil30_66.csv,14,0.5,DistancePriority,True,1428.4
instances\TV\eil30_66.csv,14,0.5,DemandPriority,True,1308.53
instances\TV\eil30_66.csv,15,0.5,NoInitialNodes,True,1166.76
instances\TV\eil30_66.csv,15,0.5,DistancePriority,True,1279.36
instances\TV\eil30_66.csv,15,0.5,DemandPriority,True,1073.41
instances\TV\eil30_66.csv,16,0.5,NoInitialNodes,True,1271.71
instances\TV\eil30_66.csv,16,0.5,DistancePriority,True,1252.82
instances\TV\eil30_66.csv,16,0.5,DemandPriority,True,1255.21
instances\TV\eil30_66.csv,17,0.5,NoInitialNodes,True,1084.46
instances\TV\eil30_66.csv,17,0.5,DistancePriority,True,1402.71
instances\TV\eil30_66.csv,17,0.5,DemandPriority,True,1280.12
instances\TV\eil30_66.csv,18,0.5,NoInitialNodes,True,1339.84
instances\TV\eil30_66.csv,18,0.5,DistancePriority,True,1152.74
instances\TV\eil30_66.csv,18,0.5,DemandPriority,True,1176.92
instances\TV\eil30_66.csv,19,0.5,NoInitialNodes,True,1269.33
instances\TV\eil30_66.csv,19,0.5,DistancePriority,True,1122.78
instances\TV\eil30_66.csv,19,0.5,DemandPriority,True,1114.99
instances\TV\eil30_66.csv,0,0.6,NoInitialNodes,True,1488.34
instances\TV\eil30_66.csv,0,0.6,DistancePriority,True,1487.59
instances\TV\eil30_66.csv,0,0.6,DemandPriority,True,1344.85
instances\TV\eil30_66.csv,1,0.6,NoInitialNodes,True,1238.96
instances\TV\eil30_66.csv,1,0.6,DistancePriority,True,1133.74
instances\TV\eil30_66.csv,1,0.6,DemandPriority,True,1798.23
instances\TV\eil30_66.csv,2,0.6,NoInitialNodes,True,1335.78
instances\TV\eil30_66.csv,2,0.6,DistancePriority,True,1249.73
instances\TV\eil30_66.csv,2,0.6,DemandPriority,True,1223.4
instances\TV\eil30_66.csv,3,0.6,NoInitialNodes,True,1478.87
instances\TV\eil30_66.csv,3,0.6,DistancePriority,True,1443.4
instances\TV\eil30_66.csv,3,0.6,DemandPriority,True,1397.41
instances\TV\eil30_66.csv,4,0.6,NoInitialNodes,True,1748.98
instances\TV\eil30_66.csv,4,0.6,DistancePriority,True,1273.37
instances\TV\eil30_66.csv,4,0.6,DemandPriority,True,1172.32
instances\TV\eil30_66.csv,5,0.6,NoInitialNodes,True,1244.67
instances\TV\eil30_66.csv,5,0.6,DistancePriority,True,1484.81
instances\TV\eil30_66.csv,5,0.6,DemandPriority,True,1322.26
instances\TV\eil30_66.csv,6,0.6,NoInitialNodes,True,1422.93
instances\TV\eil30_66.csv,6,0.6,DistancePriority,True,1211.13
instances\TV\eil30_66.csv,6,0.6,DemandPriority,True,1472.01
instances\TV\eil30_66.csv,7,0.6,NoInitialNodes,False,926.93
instances\TV\eil30_66.csv,7,0.6,DistancePriority,True,1486.25
instances\TV\eil30_66.csv,7,0.6,DemandPriority,True,1155.3
instances\TV\eil30_66.csv,8,0.6,NoInitialNodes,True,1242.88
instances\TV\eil30_66.csv,8,0.6,DistancePriority,True,1446.45
instances\TV\eil30_66.csv,8,0.6,DemandPriority,True,1360.77
instances\TV\eil30_66.csv,9,0.6,NoInitialNodes,True,1199.26
instances\TV\eil30_66.csv,9,0.6,DistancePriority,True,1399.48
instances\TV\eil30_66.csv,9,0.6,DemandPriority,True,1396.83
instances\TV\eil30_66.csv,10,0.6,NoInitialNodes,True,1515.13
instances\TV\eil30_66.csv,10,0.6,DistancePriority,True,1429.35
instances\TV\eil30_66.csv,10,0.6,DemandPriority,True,1107.68
instances\TV\eil30_66.csv,11,0.6,NoInitialNodes,True,1289.64
instances\TV\eil30_66.csv,11,0.6,DistancePriority,True,1658.71
instances\TV\eil30_66.csv,11,0.6,DemandPriority,True,1389.47
instances\TV\eil30_66.csv,12,0.6,NoInitialNodes,True,1427.87
instances\TV\eil30_66.csv,12,0.6,DistancePriority,True,1548.59
instances\TV\eil30_66.csv,12,0.6,DemandPriority,True,1570.21
instances\TV\eil30_66.csv,13,0.6,NoInitialNodes,True,1194.52
instances\TV\eil30_66.csv,13,0.6,DistancePriority,True,1593.21
instances\TV\eil30_66.csv,13,0.6,DemandPriority,True,1395.31
instances\TV\eil30_66.csv,14,0.6,NoInitialNodes,True,1329.55
instances\TV\eil30_66.csv,14,0.6,DistancePriority,True,1590.84
instances\TV\eil30_66.csv,14,0.6,DemandPriority,False,1092.62
instances\TV\eil30_66.csv,15,0.6,NoInitialNodes,True,1399.15
instances\TV\eil30_66.csv,15,0.6,DistancePriority,True,1394.88
instances\TV\eil30_66.csv,15,0.6,DemandPriority,True,1341.25
instances\TV\eil30_66.csv,16,0.6,NoInitialNodes,True,1262.71
instances\TV\eil30_66.csv,16,0.6,DistancePriority,True,1247.45
instances\TV\eil30_66.csv,16,0.6,DemandPriority,True,1607.75
instances\TV\eil30_66.csv,17,0.6,NoInitialNodes,True,1358.52
instances\TV\eil30_66.csv,17,0.6,DistancePriority,True,1327.66
instances\TV\eil30_66.csv,17,0.6,DemandPriority,True,1365.5
instances\TV\eil30_66.csv,18,0.6,NoInitialNodes,True,1429.67
instances\TV\eil30_66.csv,18,0.6,DistancePriority,True,1406.49
instances\TV\eil30_66.csv,18,0.6,DemandPriority,True,1545.08
instances\TV\eil30_66.csv,19,0.6,NoInitialNodes,True,1212.22
instances\TV\eil30_66.csv,19,0.6,DistancePriority,True,1353.87
instances\TV\eil30_66.csv,19,0.6,DemandPriority,True,1442.65
instances\TV\eil30_66.csv,0,0.7,NoInitialNodes,True,1415.03
instances\TV\eil30_66.csv,0,0.7,DistancePriority,True,1676.56
instances\TV\eil30_66.csv,0,0.7,DemandPriority,True,1554.09
instances\TV\eil30_66.csv,1,0.7,NoInitialNodes,True,1380.69
instances\TV\eil30_66.csv,1,0.7,DistancePriority,False,899.94
instances\TV\eil30_66.csv,1,0.7,DemandPriority,True,1637.25
instances\TV\eil30_66.csv,2,0.7,NoInitialNodes,True,1486.47
instances\TV\eil30_66.csv,2,0.7,DistancePriority,True,1326.07
instances\TV\eil30_66.csv,2,0.7,DemandPriority,True,1694.65
instances\TV\eil30_66.csv,3,0.7,NoInitialNodes,True,1445.31
instances\TV\eil30_66.csv,3,0.7,DistancePriority,True,1379.55
instances\TV\eil30_66.csv,3,0.7,DemandPriority,True,1475.64
instances\TV\eil30_66.csv,4,0.7,NoInitialNodes,True,1627.27
instances\TV\eil30_66.csv,4,0.7,DistancePriority,True,1498.97
instances\TV\eil30_66.csv,4,0.7,DemandPriority,True,1691.13
instances\TV\eil30_66.csv,5,0.7,NoInitialNodes,True,1626.45
instances\TV\eil30_66.csv,5,0.7,DistancePriority,True,1786.22
instances\TV\eil30_66.csv,5,0.7,DemandPriority,True,1456.22
instances\TV\eil30_66.csv,6,0.7,NoInitialNodes,True,1311.24
instances\TV\eil30_66.csv,6,0.7,DistancePriority,True,1204.93
instances\TV\eil30_66.csv,6,0.7,DemandPriority,True,1588.66
instances\TV\eil30_66.csv,7,0.7,NoInitialNodes,True,1631.16
instances\TV\eil30_66.csv,7,0.7,DistancePriority,True,1510.37
instances\TV\eil30_66.csv,7,0.7,DemandPriority,False,970.23
instances\TV\eil30_66.csv,8,0.7,NoInitialNodes,True,1407.54
instances\TV\eil30_66.csv,8,0.7,DistancePriority,False,1076.65
instances\TV\eil30_66.csv,8,0.7,DemandPriority,False,940.98
instances\TV\eil30_66.csv,9,0.7,NoInitialNodes,True,1612.6
instances\TV\eil30_66.csv,9,0.7,DistancePriority,True,1468.06
instances\TV\eil30_66.csv,9,0.7,DemandPriority,True,1550.95
instances\TV\eil30_66.csv,10,0.7,NoInitialNodes,True,1459.6
instances\TV\eil30_66.csv,10,0.7,DistancePriority,True,1601.26
instances\TV\eil30_66.csv,10,0.7,DemandPriority,True,1444.47
instances\TV\eil30_66.csv,11,0.7,NoInitialNodes,True,1367.15
instances\TV\eil30_66.csv,11,0.7,DistancePriority,True,1341.9
instances\TV\eil30_66.csv,11,0.7,DemandPriority,True,1417.54
instances\TV\eil30_66.csv,12,0.7,NoInitialNodes,True,1441.07
instances\TV\eil30_66.csv,12,0.7,DistancePriority,True,1499.46
instances\TV\eil30_66.csv,12,0.7,DemandPriority,True,1558.78
instances\TV\eil30_66.csv,13,0.7,NoInitialNodes,True,1408.06
instances\TV\eil30_66.csv,13,0.7,DistancePriority,True,1822.47
instances\TV\eil30_66.csv,13,0.7,DemandPriority,True,1538.66
instances\TV\eil30_66.csv,14,0.7,NoInitialNodes,True,1372.12
instances\TV\eil30_66.csv,14,0.7,DistancePriority,True,1292.69
instances\TV\eil30_66.csv,14,0.7,DemandPriority,False,1203.98
instances\TV\eil30_66.csv,15,0.7,NoInitialNodes,True,1658.34
instances\TV\eil30_66.csv,15,0.7,DistancePriority,True,1717.57
instances\TV\eil30_66.csv,15,0.7,DemandPriority,True,1492.99
instances\TV\eil30_66.csv,16,0.7,NoInitialNodes,True,1546.62
instances\TV\eil30_66.csv,16,0.7,DistancePriority,True,1512.5
instances\TV\eil30_66.csv,16,0.7,DemandPriority,True,1766.14
instances\TV\eil30_66.csv,17,0.7,NoInitialNodes,True,1517.2
instances\TV\eil30_66.csv,17,0.7,DistancePriority,True,1563.19
instances\TV\eil30_66.csv,17,0.7,DemandPriority,True,1493.02
instances\TV\eil30_66.csv,18,0.7,NoInitialNodes,True,1656.57
instances\TV\eil30_66.csv,18,0.7,DistancePriority,True,1763.55
instances\TV\eil30_66.csv,18,0.7,DemandPriority,True,1460.32
instances\TV\eil30_66.csv,19,0.7,NoInitialNodes,True,1573.96
instances\TV\eil30_66.csv,19,0.7,DistancePriority,True,1594.61
instances\TV\eil30_66.csv,19,0.7,DemandPriority,True,1401.55
instances\TV\eil30_66.csv,0,0.8,NoInitialNodes,True,1484.87
instances\TV\eil30_66.csv,0,0.8,DistancePriority,True,1609.36
instances\TV\eil30_66.csv,0,0.8,DemandPriority,True,1766.14
instances\TV\eil30_66.csv,1,0.8,NoInitialNodes,True,1502.38
instances\TV\eil30_66.csv,1,0.8,DistancePriority,True,1567.97
instances\TV\eil30_66.csv,1,0.8,DemandPriority,True,1493.38
instances\TV\eil30_66.csv,2,0.8,NoInitialNodes,True,1526.7
instances\TV\eil30_66.csv,2,0.8,DistancePriority,True,1496.66
instances\TV\eil30_66.csv,2,0.8,DemandPriority,True,1600.77
instances\TV\eil30_66.csv,3,0.8,NoInitialNodes,True,1615.98
instances\TV\eil30_66.csv,3,0.8,DistancePriority,True,1466.33
instances\TV\eil30_66.csv,3,0.8,DemandPriority,True,1613.36
instances\TV\eil30_66.csv,4,0.8,NoInitialNodes,True,1579.38
instances\TV\eil30_66.csv,4,0.8,DistancePriority,True,1756.18
instances\TV\eil30_66.csv,4,0.8,DemandPriority,True,1283.33
instances\TV\eil30_66.csv,5,0.8,NoInitialNodes,True,1606.02
instances\TV\eil30_66.csv,5,0.8,DistancePriority,True,1521.04
instances\TV\eil30_66.csv,5,0.8,DemandPriority,True,1826.04
instances\TV\eil30_66.csv,6,0.8,NoInitialNodes,True,1514.88
instances\TV\eil30_66.csv,6,0.8,DistancePriority,True,1783.38
instances\TV\eil30_66.csv,6,0.8,DemandPriority,True,1448.18
instances\TV\eil30_66.csv,7,0.8,NoInitialNodes,False,894.0
instances\TV\eil30_66.csv,7,0.8,DistancePriority,True,1709.51
instances\TV\eil30_66.csv,7,0.8,DemandPriority,True,1646.53
instances\TV\eil30_66.csv,8,0.8,NoInitialNodes,True,1421.33
instances\TV\eil30_66.csv,8,0.8,DistancePriority,True,1374.98
instances\TV\eil30_66.csv,8,0.8,DemandPriority,False,978.39
instances\TV\eil30_66.csv,9,0.8,NoInitialNodes,True,1642.24
instances\TV\eil30_66.csv,9,0.8,DistancePriority,True,1592.29
instances\TV\eil30_66.csv,9,0.8,DemandPriority,True,1322.39
instances\TV\eil30_66.csv,10,0.8,NoInitialNodes,True,1489.92
instances\TV\eil30_66.csv,10,0.8,DistancePriority,True,1427.76
instances\TV\eil30_66.csv,10,0.8,DemandPriority,True,1733.96
instances\TV\eil30_66.csv,11,0.8,NoInitialNodes,True,1409.93
instances\TV\eil30_66.csv,11,0.8,DistancePriority,True,1639.52
instances\TV\eil30_66.csv,11,0.8,DemandPriority,True,1502.98
instances\TV\eil30_66.csv,12,0.8,NoInitialNodes,True,2035.22
instances\TV\eil30_66.csv,12,0.8,DistancePriority,True,1368.4
instances\TV\eil30_66.csv,12,0.8,DemandPriority,True,1473.25
instances\TV\eil30_66.csv,13,0.8,NoInitialNodes,True,1417.02
instances\TV\eil30_66.csv,13,0.8,DistancePriority,True,1600.37
instances\TV\eil30_66.csv,13,0.8,DemandPriority,True,1729.34
instances\TV\eil30_66.csv,14,0.8,NoInitialNodes,True,1418.45
instances\TV\eil30_66.csv,14,0.8,DistancePriority,True,1815.66
instances\TV\eil30_66.csv,14,0.8,DemandPriority,True,1545.77
instances\TV\eil30_66.csv,15,0.8,NoInitialNodes,True,1839.57
instances\TV\eil30_66.csv,15,0.8,DistancePriority,True,1489.78
instances\TV\eil30_66.csv,15,0.8,DemandPriority,True,1500.91
instances\TV\eil30_66.csv,16,0.8,NoInitialNodes,True,1602.61
instances\TV\eil30_66.csv,16,0.8,DistancePriority,True,1558.13
instances\TV\eil30_66.csv,16,0.8,DemandPriority,True,1821.81
instances\TV\eil30_66.csv,17,0.8,NoInitialNodes,True,1658.75
instances\TV\eil30_66.csv,17,0.8,DistancePriority,True,1510.85
instances\TV\eil30_66.csv,17,0.8,DemandPriority,True,1488.11
instances\TV\eil30_66.csv,18,0.8,NoInitialNodes,True,1361.19
instances\TV\eil30_66.csv,18,0.8,DistancePriority,True,1827.46
instances\TV\eil30_66.csv,18,0.8,DemandPriority,True,1446.01
instances\TV\eil30_66.csv,19,0.8,NoInitialNodes,True,1905.17
instances\TV\eil30_66.csv,19,0.8,DistancePriority,True,1625.84
instances\TV\eil30_66.csv,19,0.8,DemandPriority,True,1854.89
instances\TV\eil30_66.csv,0,0.9,NoInitialNodes,True,1795.3
instances\TV\eil30_66.csv,0,0.9,DistancePriority,True,1647.26
instances\TV\eil30_66.csv,0,0.9,DemandPriority,True,1834.19
instances\TV\eil30_66.csv,1,0.9,NoInitialNodes,True,1889.38
instances\TV\eil30_66.csv,1,0.9,DistancePriority,True,1927.79
instances\TV\eil30_66.csv,1,0.9,DemandPriority,True,1728.82
instances\TV\eil30_66.csv,2,0.9,NoInitialNodes,True,1767.26
instances\TV\eil30_66.csv,2,0.9,DistancePriority,True,1759.83
instances\TV\eil30_66.csv,2,0.9,DemandPriority,True,1541.0
instances\TV\eil30_66.csv,3,0.9,NoInitialNodes,True,1474.28
instances\TV\eil30_66.csv,3,0.9,DistancePriority,True,1579.86
instances\TV\eil30_66.csv,3,0.9,DemandPriority,True,1677.65
instances\TV\eil30_66.csv,4,0.9,NoInitialNodes,True,1729.61
instances\TV\eil30_66.csv,4,0.9,DistancePriority,True,1733.12
instances\TV\eil30_66.csv,4,0.9,DemandPriority,True,1684.97
instances\TV\eil30_66.csv,5,0.9,NoInitialNodes,True,1820.6
instances\TV\eil30_66.csv,5,0.9,DistancePriority,True,1476.96
instances\TV\eil30_66.csv,5,0.9,DemandPriority,False,1093.44
instances\TV\eil30_66.csv,6,0.9,NoInitialNodes,True,1863.59
instances\TV\eil30_66.csv,6,0.9,DistancePriority,True,1634.9
instances\TV\eil30_66.csv,6,0.9,DemandPriority,True,1450.8
instances\TV\eil30_66.csv,7,0.9,NoInitialNodes,True,1534.75
instances\TV\eil30_66.csv,7,0.9,DistancePriority,True,1671.92
instances\TV\eil30_66.csv,7,0.9,DemandPriority,True,1753.94
instances\TV\eil30_66.csv,8,0.9,NoInitialNodes,True,1602.09
instances\TV\eil30_66.csv,8,0.9,DistancePriority,False,943.46
instances\TV\eil30_66.csv,8,0.9,DemandPriority,True,1755.71
instances\TV\eil30_66.csv,9,0.9,NoInitialNodes,True,1321.07
instances\TV\eil30_66.csv,9,0.9,DistancePriority,True,1816.64
instances\TV\eil30_66.csv,9,0.9,DemandPriority,True,1517.77
instances\TV\eil30_66.csv,10,0.9,NoInitialNodes,True,1639.79
instances\TV\eil30_66.csv,10,0.9,DistancePriority,True,1631.83
instances\TV\eil30_66.csv,10,0.9,DemandPriority,True,1663.39
instances\TV\eil30_66.csv,11,0.9,NoInitialNodes,True,1690.4
instances\TV\eil30_66.csv,11,0.9,DistancePriority,True,1704.74
instances\TV\eil30_66.csv,11,0.9,DemandPriority,True,1567.61
instances\TV\eil30_66.csv,12,0.9,NoInitialNodes,True,1708.0
instances\TV\eil30_66.csv,12,0.9,DistancePriority,True,1527.81
instances\TV\eil30_66.csv,12,0.9,DemandPriority,True,1826.75
instances\TV\eil30_66.csv,13,0.9,NoInitialNodes,True,1920.35
instances\TV\eil30_66.csv,13,0.9,DistancePriority,True,1725.66
instances\TV\eil30_66.csv,13,0.9,DemandPriority,True,1699.7
instances\TV\eil30_66.csv,14,0.9,NoInitialNodes,True,1699.17
instances\TV\eil30_66.csv,14,0.9,DistancePriority,True,1777.57
instances\TV\eil30_66.csv,14,0.9,DemandPriority,True,1845.47
instances\TV\eil30_66.csv,15,0.9,NoInitialNodes,True,1811.68
instances\TV\eil30_66.csv,15,0.9,DistancePriority,True,1576.13
instances\TV\eil30_66.csv,15,0.9,DemandPriority,True,1782.17
instances\TV\eil30_66.csv,16,0.9,NoInitialNodes,True,1572.82
instances\TV\eil30_66.csv,16,0.9,DistancePriority,True,2023.38
instances\TV\eil30_66.csv,16,0.9,DemandPriority,True,1712.2
instances\TV\eil30_66.csv,17,0.9,NoInitialNodes,True,1665.59
instances\TV\eil30_66.csv,17,0.9,DistancePriority,True,1703.6
instances\TV\eil30_66.csv,17,0.9,DemandPriority,True,1656.35
instances\TV\eil30_66.csv,18,0.9,NoInitialNodes,True,1894.22
instances\TV\eil30_66.csv,18,0.9,DistancePriority,False,1296.71
instances\TV\eil30_66.csv,18,0.9,DemandPriority,True,1544.79
instances\TV\eil30_66.csv,19,0.9,NoInitialNodes,True,1586.74
instances\TV\eil30_66.csv,19,0.9,DistancePriority,True,1451.15
instances\TV\eil30_66.csv,19,0.9,DemandPriority,True,1684.62
instances\TV\eil30_66.csv,0,1,NoInitialNodes,True,1671.94
instances\TV\eil30_66.csv,0,1,DistancePriority,True,1818.78
instances\TV\eil30_66.csv,0,1,DemandPriority,True,1706.96
instances\TV\eil30_66.csv,1,1,NoInitialNodes,True,2051.87
instances\TV\eil30_66.csv,1,1,DistancePriority,True,1524.56
instances\TV\eil30_66.csv,1,1,DemandPriority,True,1695.27
instances\TV\eil30_66.csv,2,1,NoInitialNodes,True,1828.4
instances\TV\eil30_66.csv,2,1,DistancePriority,True,1873.64
instances\TV\eil30_66.csv,2,1,DemandPriority,True,1741.69
instances\TV\eil30_66.csv,3,1,NoInitialNodes,True,1732.37
instances\TV\eil30_66.csv,3,1,DistancePriority,True,1694.96
instances\TV\eil30_66.csv,3,1,DemandPriority,True,1934.94
instances\TV\eil30_66.csv,4,1,NoInitialNodes,True,1764.27
instances\TV\eil30_66.csv,4,1,DistancePriority,True,1481.9
instances\TV\eil30_66.csv,4,1,DemandPriority,True,1788.61
instances\TV\eil30_66.csv,5,1,NoInitialNodes,True,1671.11
instances\TV\eil30_66.csv,5,1,DistancePriority,True,1856.6
instances\TV\eil30_66.csv,5,1,DemandPriority,True,1842.38
instances\TV\eil30_66.csv,6,1,NoInitialNodes,True,1734.6
instances\TV\eil30_66.csv,6,1,DistancePriority,True,1879.95
instances\TV\eil30_66.csv,6,1,DemandPriority,True,1634.1
instances\TV\eil30_66.csv,7,1,NoInitialNodes,True,1457.91
instances\TV\eil30_66.csv,7,1,DistancePriority,False,1388.3
instances\TV\eil30_66.csv,7,1,DemandPriority,True,1320.78
instances\TV\eil30_66.csv,8,1,NoInitialNodes,True,1763.47
instances\TV\eil30_66.csv,8,1,DistancePriority,False,1123.2
instances\TV\eil30_66.csv,8,1,DemandPriority,True,1724.69
instances\TV\eil30_66.csv,9,1,NoInitialNodes,True,1727.07
instances\TV\eil30_66.csv,9,1,DistancePriority,True,1687.1
instances\TV\eil30_66.csv,9,1,DemandPriority,True,1398.41
instances\TV\eil30_66.csv,10,1,NoInitialNodes,True,1983.49
instances\TV\eil30_66.csv,10,1,DistancePriority,True,1672.08
instances\TV\eil30_66.csv,10,1,DemandPriority,True,1688.73
instances\TV\eil30_66.csv,11,1,NoInitialNodes,True,1623.21
instances\TV\eil30_66.csv,11,1,DistancePriority,False,1209.09
instances\TV\eil30_66.csv,11,1,DemandPriority,True,1821.0
instances\TV\eil30_66.csv,12,1,NoInitialNodes,True,1734.51
instances\TV\eil30_66.csv,12,1,DistancePriority,True,1650.34
instances\TV\eil30_66.csv,12,1,DemandPriority,True,1668.32
instances\TV\eil30_66.csv,13,1,NoInitialNodes,True,1375.43
instances\TV\eil30_66.csv,13,1,DistancePriority,True,1713.45
instances\TV\eil30_66.csv,13,1,DemandPriority,False,1425.65
instances\TV\eil30_66.csv,14,1,NoInitialNodes,True,1581.11
instances\TV\eil30_66.csv,14,1,DistancePriority,True,1965.45
instances\TV\eil30_66.csv,14,1,DemandPriority,True,1809.2
instances\TV\eil30_66.csv,15,1,NoInitialNodes,True,1729.89
instances\TV\eil30_66.csv,15,1,DistancePriority,True,1675.87
instances\TV\eil30_66.csv,15,1,DemandPriority,True,1687.93
instances\TV\eil30_66.csv,16,1,NoInitialNodes,True,1842.35
instances\TV\eil30_66.csv,16,1,DistancePriority,True,1571.17
instances\TV\eil30_66.csv,16,1,DemandPriority,True,2042.24
instances\TV\eil30_66.csv,17,1,NoInitialNodes,True,1949.57
instances\TV\eil30_66.csv,17,1,DistancePriority,True,1812.69
instances\TV\eil30_66.csv,17,1,DemandPriority,True,2136.34
instances\TV\eil30_66.csv,18,1,NoInitialNodes,True,1583.13
instances\TV\eil30_66.csv,18,1,DistancePriority,True,1854.63
instances\TV\eil30_66.csv,18,1,DemandPriority,True,1675.72
instances\TV\eil30_66.csv,19,1,NoInitialNodes,True,1841.9
instances\TV\eil30_66.csv,19,1,DistancePriority,True,1948.17
instances\TV\eil30_66.csv,19,1,DemandPriority,True,1670.15
instances\TV\eil30_80.csv,0,0,NoInitialNodes,True,667.81
instances\TV\eil30_80.csv,0,0,DistancePriority,True,808.34
instances\TV\eil30_80.csv,0,0,DemandPriority,True,808.34
instances\TV\eil30_80.csv,1,0,NoInitialNodes,True,680.17
instances\TV\eil30_80.csv,1,0,DistancePriority,True,741.95
instances\TV\eil30_80.csv,1,0,DemandPriority,True,741.95
instances\TV\eil30_80.csv,2,0,NoInitialNodes,True,675.11
instances\TV\eil30_80.csv,2,0,DistancePriority,True,780.63
instances\TV\eil30_80.csv,2,0,DemandPriority,True,780.63
instances\TV\eil30_80.csv,3,0,NoInitialNodes,True,667.81
instances\TV\eil30_80.csv,3,0,DistancePriority,True,780.63
instances\TV\eil30_80.csv,3,0,DemandPriority,True,780.63
instances\TV\eil30_80.csv,4,0,NoInitialNodes,True,675.11
instances\TV\eil30_80.csv,4,0,DistancePriority,True,824.19
instances\TV\eil30_80.csv,4,0,DemandPriority,True,824.19
instances\TV\eil30_80.csv,5,0,NoInitialNodes,True,675.11
instances\TV\eil30_80.csv,5,0,DistancePriority,True,769.36
instances\TV\eil30_80.csv,5,0,DemandPriority,True,769.36
instances\TV\eil30_80.csv,6,0,NoInitialNodes,True,662.75
instances\TV\eil30_80.csv,6,0,DistancePriority,True,722.37
instances\TV\eil30_80.csv,6,0,DemandPriority,True,722.37
instances\TV\eil30_80.csv,7,0,NoInitialNodes,True,680.17
instances\TV\eil30_80.csv,7,0,DistancePriority,True,722.37
instances\TV\eil30_80.csv,7,0,DemandPriority,True,722.37
